thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise
59.2,109.0,0.9,2.1,C3,3.0,0.0,0,A,0.0151470412975945
67.0,169.0,0.9,2.3000000000000003,C4,3.0,0.0,0,A,0.0265150485853553
45.5,150.0,0.2,7.9,C3,2.0,0.0,0,A,0.1776181086738851
50.0,94.0,6.9,-0.3,C4,2.0,0.0,1,A,-0.7423191593427921
,293.6618469372997,7.0,5.5,C3,3.0,0.0,0,A,2.167337271950682
38.0,90.0,-0.4,-0.5,C2,4.0,,1,A,-1.888482430263468
58.400000000000006,68.0,-1.8,-4.6000000000000005,C4,5.0,0.0,1,A,-0.5883251710788434
42.0,56.0,0.2,-4.1000000000000005,C1,4.0,1.0,0,A,0.575609900676414
51.0,39.0,5.0,4.9,C3,4.0,1.0,1,A,-1.6548402579087431
48.2,304.27396934255484,0.2,0.3,C3,1.0,0.0,0,A,-0.3381440874003288
42.5,140.0,0.9,-5.300000000000001,C4,3.0,0.0,1,A,0.1219372670819804
42.3,,-0.0,-9.2,C2,2.0,1.0,0,A,-0.7286570391623327
52.400000000000006,105.0,6.0,1.5,C2,,0.0,0,A,0.588483943664603
58.1,111.0,-0.7000000000000001,-5.0,,4.0,0.0,1,A,-1.759873959867987
49.1,89.0,3.4000000000000004,3.9,C5,5.0,0.0,1,A,-1.1920628107164095
50.7,130.0,1.5,-4.2,C2,2.0,1.0,1,A,1.7352887418090208
54.7,114.0,0.8,-1.7000000000000002,C2,3.0,,1,A,0.1244748091800133
42.400000000000006,89.0,0.8,-8.200000000000001,,1.0,,0,A,
56.1,81.0,5.0,-3.8,C3,4.0,1.0,1,A,
56.7,128.0,-1.3,,C1,2.0,0.0,1,A,-0.6361471824546265
71.0,131.0,4.9,1.7000000000000002,C2,3.0,1.0,0,A,0.4993901031288748
47.1,270.76698578408207,,-0.4,C3,2.0,1.0,0,A,-1.1814695493756386
46.5,121.0,-3.8,-4.3,C3,1.0,1.0,0,A,
56.3,67.0,-3.6,-12.0,C1,4.0,0.0,0,A,
56.7,103.0,0.6000000000000001,-2.0,C4,3.0,0.0,1,A,-1.1602721437700605
45.900000000000006,81.0,-3.4000000000000004,-5.4,C2,4.0,0.0,0,A,0.0019657146316487
46.900000000000006,81.0,-2.7,-10.1,C1,5.0,0.0,0,A,-0.3713727626508943
54.5,78.0,,3.2,C1,3.0,1.0,1,A,
43.5,70.0,-1.4,-12.0,C4,4.0,0.0,0,A,0.0025107354806219
46.900000000000006,65.0,1.2000000000000002,-3.5,C5,2.0,1.0,1,A,0.252998421059214
50.900000000000006,124.0,6.2,7.1000000000000005,C4,3.0,,0,A,-2.024140698418838
58.1,124.0,-2.2,-13.0,C4,4.0,1.0,0,A,0.9989299254893718
45.3,101.0,1.8,2.8000000000000003,C2,5.0,0.0,0,A,
35.4,24.0,3.8,-3.2,C2,2.0,0.0,0,A,-0.8179162775816173
34.800000000000004,127.0,-3.4000000000000004,-7.1000000000000005,C4,4.0,1.0,1,A,0.1504282413734768
40.1,72.0,4.4,8.200000000000001,C2,4.0,0.0,1,A,0.685572424873536
39.6,130.0,5.2,0.3,C3,2.0,0.0,0,A,0.9694033215662272
48.900000000000006,119.0,5.0,9.6,C3,3.0,0.0,0,A,-1.5256453761404871
40.6,78.0,4.2,0.8,C1,3.0,0.0,1,A,-0.0691787232779333
44.5,146.0,2.7,0.4,C1,1.0,0.0,0,A,0.8590300554392024
44.0,105.0,3.8,5.300000000000001,C1,3.0,1.0,1,A,-0.656946673235319
46.6,88.0,3.5,3.8,C1,5.0,1.0,1,A,-0.7007243651250732
,108.0,4.0,2.5,C2,4.0,0.0,0,A,-0.0813689587798301
55.5,137.0,5.4,1.1,C1,2.0,0.0,0,A,0.947104862920896
50.3,86.0,5.0,-3.8,C1,2.0,0.0,1,A,0.8122953066510277
46.5,84.0,0.7000000000000001,-7.4,C1,2.0,0.0,0,A,0.3600234278956789
46.7,78.0,3.9,7.300000000000001,C3,1.0,0.0,0,A,-0.1509177556238414
52.8,84.0,1.4,6.800000000000001,C4,,0.0,1,A,-1.0823437442118606
54.8,90.0,-3.8,-4.4,C2,4.0,0.0,1,B,-0.7790884106655631
-79.31867350217316,136.0,-1.1,-10.1,C3,3.0,1.0,0,A,-1.7330435028996225
50.5,128.0,-3.8,,C3,4.0,0.0,0,A,1.2850340443429713
33.9,79.0,3.4000000000000004,-2.1,C3,4.0,1.0,0,A,0.4136901987783873
51.900000000000006,,2.0,-2.2,C5,1.0,0.0,1,A,-0.0553091457529267
56.3,96.0,3.5,-2.3000000000000003,C3,5.0,0.0,1,A,-0.2413527121515386
47.900000000000006,87.0,5.4,5.4,C2,5.0,1.0,1,A,0.3483599061919217
64.7,173.0,-3.5,-3.6,C4,1.0,0.0,0,A,-1.926156484545864
,96.0,-2.7,2.7,C3,1.0,1.0,0,A,1.3642482243435974
51.900000000000006,123.0,3.2,-0.5,C2,4.0,1.0,1,A,0.6625973897238578
49.900000000000006,105.0,1.7000000000000002,0.7000000000000001,C3,3.0,1.0,0,A,-0.7893567803697726
49.400000000000006,75.0,-2.2,-0.4,C1,5.0,0.0,1,A,-0.1697504730862735
49.2,102.0,-1.8,1.2000000000000002,C3,2.0,1.0,0,A,2.080769945220882
51.0,73.0,-2.9000000000000004,-9.3,C3,4.0,0.0,0,A,0.7855402097222939
56.900000000000006,144.0,2.7,2.5,C3,3.0,0.0,0,A,1.465555570477999
61.2,99.0,-1.5,-2.3000000000000003,C1,3.0,1.0,1,A,0.1073976264721679
50.1,85.0,5.6000000000000005,4.6000000000000005,C2,2.0,1.0,1,A,-0.8443722409986085
56.7,133.0,-0.4,-1.7000000000000002,C4,3.0,1.0,1,A,-0.3795305750076296
44.5,72.0,1.6,7.1000000000000005,C2,3.0,0.0,1,A,1.0361676556331578
56.3,105.0,4.2,-1.7000000000000002,C5,2.0,0.0,1,A,0.2332810280787358
44.1,19.0,3.5,-2.5,C1,4.0,0.0,0,A,-0.5647510499218249
58.900000000000006,106.0,-3.1,-7.800000000000001,C3,2.0,1.0,1,,-2.6799995441866376
67.9,146.0,,0.0,C1,2.0,1.0,0,A,0.7769413944254746
,82.0,2.5,1.9,C3,1.0,0.0,0,A,0.9679864785180008
32.6,86.0,,-4.2,C5,4.0,0.0,1,A,-0.0284203405378192
45.8,93.0,2.6,5.0,C2,2.0,1.0,1,A,0.0540750232812231
60.0,146.0,5.2,3.0,C2,5.0,0.0,0,A,-0.0998583205276421
54.6,88.0,,2.2,C4,4.0,0.0,1,A,-1.25900365644457
52.2,97.0,5.2,-2.7,C2,5.0,1.0,1,A,0.2884262492473321
58.2,74.0,-2.1,4.3,C2,2.0,0.0,1,A,-1.2307910793182115
54.0,104.0,3.2,1.0,C1,3.0,1.0,1,A,-0.0751644443424876
59.900000000000006,105.0,0.3,5.6000000000000005,C2,5.0,1.0,0,A,0.2074538355177439
57.5,139.0,2.6,-2.0,C3,5.0,0.0,0,A,-0.0014962089707029
62.3,104.0,4.9,6.2,C2,4.0,0.0,0,A,-1.1007245998690895
53.0,94.0,-1.2000000000000002,-5.0,C1,5.0,1.0,1,A,-0.9422754828848092
57.400000000000006,94.0,0.9,6.9,C1,1.0,0.0,0,A,0.3277392484945008
47.7,97.0,6.6000000000000005,8.9,C1,1.0,1.0,0,A,-1.349482656689581
45.3,146.0,5.5,6.800000000000001,C4,3.0,0.0,0,A,-1.0069567348374475
63.8,29.0,-3.4000000000000004,-7.7,C5,2.0,1.0,1,A,0.4743657458387291
51.900000000000006,102.0,5.6000000000000005,11.3,C2,5.0,0.0,0,A,-0.5440587300139861
56.6,143.0,0.3,7.300000000000001,C4,1.0,,0,A,0.4023214755472041
51.1,88.0,-1.8,-4.800000000000001,C1,2.0,1.0,1,A,-0.0914501565087447
45.5,107.0,1.8,0.6000000000000001,C4,2.0,1.0,0,A,0.1310620480427779
50.2,132.0,2.5,4.5,,4.0,0.0,1,A,-0.3460286588418664
61.7,112.0,,-10.0,C1,1.0,1.0,0,A,-1.1186150228019387
54.6,90.0,6.6000000000000005,9.0,C1,4.0,0.0,1,A,-1.4653847979296954
36.5,,0.7000000000000001,3.4000000000000004,C2,5.0,0.0,1,,0.6343973254514205
48.400000000000006,111.0,5.800000000000001,1.1,C2,3.0,0.0,1,A,
64.4,,3.2,-8.1,,1.0,1.0,0,A,-0.8041529271104985
48.400000000000006,114.0,3.4000000000000004,2.7,C1,1.0,1.0,1,A,1.729067952781547
35.7,102.0,-2.1,-8.200000000000001,C3,2.0,1.0,0,A,0.2829461073668572
,124.0,0.9,-7.6,C3,1.0,0.0,0,A,0.0988440414331753
55.6,118.0,-0.8,-0.7000000000000001,C1,3.0,0.0,1,A,0.5701810681590035
49.6,114.0,3.9,7.4,C1,3.0,0.0,0,A,-0.8011273157457923
47.2,83.0,2.6,-0.3,C3,2.0,0.0,0,A,-0.6656458084764929
58.8,147.0,-1.2000000000000002,2.3000000000000003,C3,4.0,0.0,0,,-0.6090605400917678
45.8,65.0,4.800000000000001,5.4,C2,3.0,1.0,1,A,-0.1363211506706063
59.400000000000006,112.0,-0.1,-7.5,C2,3.0,0.0,0,A,0.9068105084525498
54.5,128.0,-1.9,-5.6000000000000005,,4.0,1.0,1,A,0.6594173478407342
52.1,75.0,1.9,4.6000000000000005,C2,5.0,1.0,1,A,-0.8802741311111578
51.3,,0.8,-3.3000000000000003,C3,4.0,0.0,0,A,1.0203696106030506
48.8,103.0,6.300000000000001,7.4,C4,1.0,0.0,0,A,2.8588944970129457
58.5,150.0,1.6,-1.9,C3,2.0,0.0,0,A,-0.8092431894541432
43.2,105.0,7.1000000000000005,,C1,3.0,0.0,1,A,1.5063466512744927
37.2,74.0,-0.7000000000000001,-0.4,C5,2.0,0.0,1,A,-1.2813016207361694
55.1,115.0,3.9,0.7000000000000001,C1,5.0,0.0,1,A,-0.49927542991104
55.2,116.0,0.9,2.1,C5,2.0,1.0,1,A,0.134981530199441
,161.0,-1.6,-12.1,C2,,0.0,1,A,-2.2889343220348475
53.400000000000006,108.0,0.9,-5.4,C3,5.0,0.0,1,A,-0.2400634103924516
47.6,92.0,0.6000000000000001,-3.1,C2,2.0,0.0,0,A,0.3719608980593092
56.5,106.0,-1.3,2.2,C2,3.0,0.0,1,A,
49.8,105.0,3.1,-5.1000000000000005,,2.0,0.0,1,A,0.3939234582319549
46.3,63.0,1.4,-0.5,C1,4.0,,0,A,0.4522732004955738
47.7,86.0,-3.4000000000000004,-3.2,C1,4.0,1.0,1,A,-2.177581018002782
66.3,100.0,6.4,5.1000000000000005,C1,5.0,0.0,0,A,-0.0601593794556593
36.3,237.82475095800032,2.4000000000000004,0.1,C2,1.0,1.0,0,A,-0.2762182944415179
54.2,129.0,2.2,-2.4000000000000004,C4,4.0,1.0,1,A,2.3805282142854822
36.7,162.26522772177304,4.7,1.5,C1,3.0,0.0,1,A,1.289765283102967
-30.01867350217315,79.0,-3.4000000000000004,-0.5,C3,3.0,1.0,0,A,-0.7766876261269406
,90.0,4.800000000000001,-0.3,C1,5.0,0.0,1,A,1.2550690408247205
33.5,66.0,1.7000000000000002,-9.2,C3,5.0,0.0,0,A,-1.12548155375882
53.3,107.0,2.0,,,4.0,0.0,0,A,0.5678462426997731
47.1,55.0,-3.2,,C3,2.0,1.0,0,A,-0.9978805428110844
33.4,43.0,2.7,-3.7,C1,2.0,0.0,0,A,1.3296107949455107
56.900000000000006,73.0,-1.2000000000000002,3.1,C1,2.0,1.0,1,A,0.5303689536449195
61.6,95.0,-1.5,-0.8,C1,2.0,1.0,0,A,1.3127053368384414
62.1,101.0,0.4,-6.1000000000000005,C5,4.0,0.0,1,A,0.7703381119228984
53.0,77.0,0.6000000000000001,-4.0,C1,2.0,1.0,1,A,-0.0545022057492273
50.5,122.0,5.2,-0.2,C3,2.0,0.0,0,,
60.8,168.0,6.1000000000000005,4.4,C1,2.0,0.0,0,A,-0.24470345380657
63.6,145.0,-0.7000000000000001,-3.0,C2,1.0,0.0,0,A,0.0734649349295642
59.2,100.0,4.2,6.7,C2,2.0,0.0,0,A,0.5025607560468719
42.6,93.0,4.1000000000000005,5.6000000000000005,C1,1.0,1.0,1,A,0.5497533464066332
51.8,101.0,4.0,-4.7,C2,3.0,1.0,1,A,-0.0054856140685931
53.7,90.0,5.300000000000001,-2.9000000000000004,C1,2.0,1.0,1,A,0.6882100373427209
35.7,112.0,-1.4,-0.3,C1,2.0,1.0,1,A,-0.8712842105014694
,,-0.0,-3.8,C2,3.0,0.0,1,A,0.2010345628294714
68.4,91.0,3.3000000000000003,0.6000000000000001,C3,2.0,0.0,0,A,-1.4620493238424024
55.3,148.0,0.4,1.1,C1,2.0,0.0,0,A,0.2856036735764516
62.0,104.0,4.1000000000000005,5.6000000000000005,C1,5.0,0.0,0,A,-0.1946792862872952
51.6,96.0,3.8,-3.5,C1,1.0,1.0,1,A,1.4547490813239647
49.6,107.0,7.4,-4.5,C3,5.0,0.0,1,,-0.5222282452222651
53.2,147.0,-2.4000000000000004,-4.2,C1,5.0,1.0,1,A,-0.5814193936058286
43.6,97.0,4.0,-1.8,C4,5.0,,1,A,
42.400000000000006,99.0,3.5,1.7000000000000002,C1,5.0,1.0,1,A,0.7352097852742246
60.3,140.0,-0.2,,C1,4.0,0.0,1,A,-1.3883916016721984
,146.0,-0.2,-5.9,C2,2.0,0.0,0,A,1.3730454523215767
42.2,101.0,2.6,9.5,,2.0,0.0,0,A,
57.900000000000006,141.0,0.2,-1.4,C2,3.0,0.0,0,A,-0.8180277835401073
49.5,83.0,5.2,0.5,C2,3.0,0.0,0,A,-2.132631886651373
-26.41867350217315,58.0,5.800000000000001,3.9,C5,4.0,0.0,1,A,-0.0166915388693731
53.8,156.0,1.0,1.5,C3,1.0,0.0,0,A,0.50354387566177
58.1,86.0,4.5,-0.4,C4,2.0,0.0,1,A,1.6969939469211817
50.8,87.0,-3.6,5.0,C4,4.0,0.0,1,A,0.7434572216703448
61.400000000000006,110.0,-1.0,-8.9,,3.0,1.0,1,A,0.0701555957690494
52.6,91.0,-0.2,-8.0,C3,2.0,,0,A,-0.6503381572117434
55.2,89.0,2.2,-6.4,C2,,0.0,0,A,-0.2497811337643928
43.5,102.0,3.4000000000000004,1.4,C2,,1.0,1,A,2.2417225138237185
67.4,142.0,,5.300000000000001,C3,4.0,0.0,0,A,1.916194228907176
53.900000000000006,123.0,3.8,0.3,C2,1.0,1.0,1,A,0.8158190224156803
55.900000000000006,125.0,1.9,2.0,C2,4.0,1.0,1,A,-1.243932883422263
37.3,67.0,3.9,3.7,C1,1.0,0.0,1,A,0.2716310261205586
43.6,78.0,3.5,-0.1,C5,3.0,0.0,1,A,0.7706279271309093
60.1,147.0,-0.7000000000000001,-0.4,C1,3.0,0.0,0,A,-1.0796389779721811
52.5,90.0,4.800000000000001,1.7000000000000002,C1,3.0,0.0,1,A,0.5285036376528102
,60.0,-0.3,-3.6,C1,2.0,0.0,0,A,0.599433332612799
,139.0,-4.0,-7.300000000000001,C3,3.0,0.0,1,A,-0.0050201991453947
45.8,93.0,-2.7,-3.0,C1,4.0,0.0,1,A,-0.6921009359235455
61.5,106.0,-1.6,2.1,C4,2.0,0.0,0,A,1.3406797353028463
49.5,86.0,5.5,-1.9,C2,3.0,0.0,1,A,
51.8,133.0,-3.4000000000000004,-6.6000000000000005,C3,2.0,0.0,1,,0.5836816495100783
59.6,132.0,6.800000000000001,5.1000000000000005,C1,5.0,,0,A,0.9128342437925407
43.0,95.0,4.4,9.7,C2,4.0,1.0,0,A,-0.6634593812649726
42.2,56.0,2.0,2.0,C3,5.0,,0,A,0.5928292919652551
48.6,104.0,0.3,-4.800000000000001,C1,3.0,0.0,1,A,1.3754530187392782
,106.0,4.9,-1.2000000000000002,C2,2.0,0.0,1,A,0.683343342821322
39.5,58.0,-3.8,-0.8,C3,1.0,0.0,0,A,-0.2544329843422441
36.8,62.0,0.5,-2.5,C3,4.0,1.0,0,A,0.316518030210959
56.8,130.0,1.4,-5.6000000000000005,C4,4.0,0.0,1,A,
45.3,126.0,-1.3,1.6,C2,4.0,1.0,1,A,-0.5683756712761618
47.0,67.0,6.7,5.6000000000000005,C1,4.0,1.0,1,A,0.0215047557153864
35.300000000000004,50.0,-1.5,-7.9,C4,1.0,0.0,0,A,-0.2220556071455875
44.7,110.0,5.7,-2.3000000000000003,C5,3.0,0.0,1,A,-0.5862313283812309
50.1,254.9815675101868,2.1,,C2,2.0,0.0,0,A,-0.7819373288619501
57.6,128.0,,-1.7000000000000002,C1,3.0,1.0,1,A,-1.38151884643967
44.0,79.0,1.2000000000000002,0.8,C1,,0.0,1,A,0.4182910680115417
63.400000000000006,138.0,-0.2,2.3000000000000003,C3,3.0,0.0,0,A,-0.5858408101741074
44.7,54.0,5.1000000000000005,4.7,C1,3.0,0.0,1,A,1.0160151345315005
44.7,106.0,4.4,-3.3000000000000003,C1,2.0,1.0,1,A,-0.0319930810836112
62.5,65.0,-1.7000000000000002,-4.3,C2,3.0,1.0,1,A,0.1837128813658509
51.900000000000006,128.0,-2.1,2.6,C3,2.0,0.0,0,A,-0.3010934862204993
45.7,92.0,2.7,-1.4,C2,3.0,,0,B,
48.900000000000006,110.0,6.300000000000001,7.2,C2,2.0,0.0,0,A,-1.4416191650332388
61.0,125.0,,6.9,C3,2.0,0.0,0,A,-0.0327600803952804
61.900000000000006,74.0,2.9000000000000004,4.2,C3,5.0,0.0,0,A,0.399867849725705
43.6,126.0,-0.6000000000000001,-0.3,C1,2.0,,1,A,-0.9146754536305368
49.8,109.0,0.1,1.7000000000000002,C1,3.0,1.0,1,A,-0.4382911454395451
50.900000000000006,122.0,4.9,-3.6,,3.0,1.0,1,A,-0.3129796715816945
42.3,66.0,,8.4,C1,3.0,0.0,1,A,2.4338317829109943
49.7,106.0,1.9,-7.6,C1,,0.0,1,A,1.4421564191793297
50.2,65.0,4.3,3.5,C2,,0.0,1,A,0.7915795043260071
59.3,120.0,2.4000000000000004,0.3,C1,4.0,0.0,1,A,2.3167485867795654
59.8,91.0,-2.4000000000000004,-6.300000000000001,C3,1.0,0.0,0,A,2.0731395221457087
47.5,231.0,3.7,-2.5,C1,1.0,0.0,0,A,0.8566585739716245
48.400000000000006,,-2.4000000000000004,-1.4,C5,3.0,1.0,1,A,0.155845493561186
55.5,145.0,4.5,5.7,C1,2.0,1.0,0,A,-1.3577173166806324
45.5,86.0,,2.4000000000000004,C1,2.0,0.0,1,A,-1.1262862516468537
54.900000000000006,119.0,1.5,-1.5,C3,2.0,1.0,1,A,-0.3529105012255536
49.5,,-1.3,2.7,C4,3.0,1.0,1,A,-0.32882170068933
42.400000000000006,58.0,3.7,,C1,5.0,1.0,1,A,
42.5,69.0,-0.7000000000000001,-2.4000000000000004,C4,2.0,1.0,0,A,-0.9883596060538838
61.7,146.0,2.9000000000000004,0.1,C3,2.0,0.0,0,A,0.9446035815245858
48.900000000000006,92.0,-6.2,3.5,C2,1.0,,1,A,-0.7247079328170283
,102.0,4.4,-1.3,C3,,0.0,0,A,-0.008319570071904
46.0,76.0,6.0,7.2,C2,1.0,0.0,0,A,-1.1670097445741816
52.5,71.0,-6.5,-14.5,C1,2.0,,0,A,0.1634238079690276
69.3,80.0,2.9000000000000004,-3.1,C1,2.0,,1,A,-1.8776221109880693
41.7,40.0,4.9,,C1,2.0,1.0,1,A,-0.0982748487051274
,76.0,6.800000000000001,3.8,C2,4.0,0.0,1,A,0.7556136830502665
60.5,136.0,-2.0,-4.5,C1,1.0,1.0,1,A,-1.8171639278388243
43.5,157.0,-0.6000000000000001,-2.6,C1,3.0,0.0,1,A,-0.3057581218142657
50.0,99.0,4.1000000000000005,-1.0,C1,2.0,0.0,1,,-1.0301551201668622
45.5,58.0,-0.4,3.5,C3,3.0,1.0,0,A,-0.445915518038519
52.3,103.0,5.300000000000001,-1.2000000000000002,C3,1.0,1.0,0,A,-0.7451731856508138
42.6,107.0,4.2,5.300000000000001,C3,2.0,0.0,0,A,
48.7,126.0,-1.1,0.3,C5,4.0,1.0,1,A,
53.8,132.0,-3.7,-8.9,,5.0,1.0,1,A,0.4397344611335221
42.1,102.0,4.9,1.1,C1,2.0,0.0,1,A,-0.1567964739560308
44.6,94.0,5.2,2.9000000000000004,C2,3.0,0.0,1,A,-3.628616780091652
47.400000000000006,116.0,-0.5,5.1000000000000005,C2,4.0,1.0,0,A,
38.7,,3.1,-0.4,C1,4.0,0.0,1,A,0.2172710002296136
46.8,41.0,4.3,17.5,C1,3.0,0.0,0,A,-0.8032244960112644
51.1,158.0,0.5,2.0,C4,3.0,0.0,0,A,0.6785263939732796
47.0,251.55651771929072,-1.1,-1.2000000000000002,C2,4.0,1.0,0,A,0.3367223435550804
,111.0,4.7,6.300000000000001,C2,,1.0,0,A,0.051899681003251
50.0,25.0,5.7,-3.9,C3,3.0,1.0,0,A,-0.0379364318369019
44.900000000000006,133.0,6.0,8.6,C4,2.0,1.0,0,A,0.5297440517560262
55.7,141.0,0.4,-6.9,C4,,0.0,1,A,
61.7,78.0,2.6,4.3,C4,3.0,0.0,0,A,-0.6762565049124863
46.400000000000006,86.0,2.8000000000000003,-1.7000000000000002,C1,3.0,1.0,1,A,0.287217392963727
54.0,114.0,4.0,-1.5,C3,3.0,1.0,0,A,-1.599955070396494
48.2,63.0,1.7000000000000002,7.4,C1,3.0,0.0,1,A,0.5642892952198169
53.1,119.0,-3.5,-5.1000000000000005,,3.0,0.0,1,B,1.2644348934782284
62.7,150.0,3.6,-4.9,C1,3.0,1.0,0,A,0.7859321115784771
54.2,116.0,-1.1,1.5,C2,1.0,0.0,1,A,0.0937870640218532
36.0,34.0,,-7.4,C5,4.0,0.0,0,A,0.395326010362656
53.8,79.0,2.5,6.4,C3,1.0,0.0,0,A,0.6505010511571361
60.0,114.0,2.0,0.1,C1,5.0,0.0,1,A,-0.1756961275344449
48.400000000000006,,4.4,-3.1,,5.0,0.0,1,A,2.4868180915201408
58.1,108.0,5.9,7.0,C2,5.0,1.0,0,A,0.2903382496223164
44.6,,3.6,3.7,C2,1.0,1.0,0,A,0.2439253260048316
38.3,32.0,-1.3,-11.7,C3,1.0,0.0,0,A,-0.5156169500215214
51.3,124.0,4.5,2.1,C1,3.0,0.0,0,A,0.772876923978152
36.1,94.0,5.6000000000000005,4.5,C3,2.0,1.0,1,A,-0.0548984521075201
48.2,111.0,4.1000000000000005,3.0,C2,5.0,1.0,1,B,0.8639680357355557
60.5,129.0,0.2,-2.2,C5,4.0,0.0,1,B,0.5450547018855596
34.9,67.0,1.8,3.1,C3,5.0,1.0,1,A,-1.374871342274523
39.900000000000006,67.0,5.7,5.800000000000001,C4,5.0,0.0,1,A,0.0867149727549432
41.900000000000006,59.0,-1.5,-2.8000000000000003,C1,5.0,1.0,0,A,
49.7,141.0,3.0,-0.0,C4,1.0,1.0,0,A,0.9690816400924656
47.2,95.0,-0.0,-1.0,C4,5.0,0.0,0,A,0.1823889863344387
61.400000000000006,74.0,-0.8,-4.9,C2,1.0,0.0,1,A,-1.581455010320356
57.8,112.0,1.5,-4.6000000000000005,C5,4.0,0.0,1,A,-0.8766709305610163
54.1,51.0,4.6000000000000005,-2.3000000000000003,C3,4.0,0.0,1,,1.9932035338088467
51.3,109.0,5.4,2.7,C5,2.0,0.0,1,,0.6932647611965433
53.3,110.0,-0.1,-5.300000000000001,C3,2.0,0.0,0,A,1.1865792283397716
43.3,74.0,6.5,3.4000000000000004,C4,3.0,0.0,0,A,
57.0,87.0,6.2,9.5,C1,3.0,1.0,0,A,0.0698370567313806
41.3,101.0,-1.8,-4.1000000000000005,C1,4.0,1.0,1,A,0.483197655469821
56.8,109.0,1.1,-0.1,,1.0,0.0,0,A,0.0981534971845929
59.7,64.0,-1.4,-3.8,C3,3.0,1.0,1,A,0.8432274528616913
51.8,136.0,3.9,,C1,4.0,0.0,0,A,1.2154381541060018
48.7,73.0,1.7000000000000002,6.9,C2,1.0,1.0,1,A,0.7343717155018333
53.400000000000006,70.0,,,C1,4.0,1.0,1,A,-1.0042903758751998
27.3,98.0,-0.5,1.0,C5,3.0,1.0,1,A,-1.6002090832584672
52.6,133.0,3.8,,C3,5.0,0.0,0,A,-0.1966021567811582
49.3,88.0,4.1000000000000005,-3.0,C1,5.0,1.0,1,,-1.6544598496815532
49.8,66.0,4.9,6.800000000000001,C1,4.0,0.0,1,A,-0.0238569892509155
55.8,85.0,0.2,-8.8,C5,3.0,1.0,1,A,1.643901219677252
49.6,88.0,2.0,0.3,C2,3.0,1.0,1,A,-0.7949417937951203
41.0,118.0,6.0,3.1,,3.0,0.0,0,A,0.8827675223685273
49.0,133.0,-4.800000000000001,-13.1,C5,4.0,1.0,1,A,0.5982846404783783
50.7,106.0,7.2,,C5,2.0,1.0,1,A,-0.4390018789067408
51.1,119.0,-3.2,-3.8,C1,2.0,1.0,1,A,-0.0250011527834741
51.5,97.0,-2.7,-7.9,C3,3.0,0.0,0,A,
58.5,91.0,1.0,0.6000000000000001,C5,2.0,0.0,1,A,-0.0211875940810898
,45.0,6.2,7.7,C1,4.0,1.0,1,A,0.670808144876864
51.6,111.0,5.2,,C3,2.0,1.0,0,A,-0.6974840195814244
60.5,142.0,-1.7000000000000002,-16.5,C3,3.0,0.0,0,A,-0.055427764025297
36.3,63.0,2.1,0.0,C1,2.0,0.0,0,A,-0.3230298662456067
51.6,135.0,-0.7000000000000001,-5.5,C2,3.0,0.0,1,A,0.9255175802372748
45.5,82.0,4.0,7.6,C1,2.0,1.0,1,A,1.4162271840999443
47.2,98.0,5.5,1.6,C1,3.0,0.0,1,A,-0.6221840098206184
42.900000000000006,82.0,-0.2,,C1,4.0,,1,A,-1.0678958353371375
48.8,131.0,,2.1,C1,4.0,1.0,1,A,0.4209780411439048
64.9,139.0,4.4,-4.3,C2,2.0,0.0,0,A,-0.188030847955158
40.0,82.0,1.4,-0.3,C5,3.0,0.0,1,A,
40.8,87.0,-1.2000000000000002,-8.3,C5,2.0,0.0,0,A,0.9533215116238112
39.7,51.0,5.800000000000001,-2.4000000000000004,C4,4.0,0.0,0,A,
64.0,63.0,3.3000000000000003,-3.4000000000000004,C3,5.0,1.0,1,A,0.6214593267754386
46.5,80.0,-1.2000000000000002,-7.7,C1,4.0,0.0,0,A,-1.4720259421734134
50.0,95.0,1.0,-1.6,C2,5.0,0.0,1,A,-0.3060293652588184
46.900000000000006,109.0,-6.5,-8.9,,3.0,0.0,0,A,-0.250133626345396
42.6,83.0,-0.7000000000000001,-1.1,C5,,1.0,1,A,0.2678245675406133
48.3,85.0,-0.8,-9.0,C2,,0.0,0,A,0.1273093135496953
69.8,54.0,5.0,1.7000000000000002,C3,1.0,1.0,0,A,-0.2004929353174017
61.3,133.0,5.800000000000001,1.4,C5,3.0,,0,A,-1.4759887247929675
43.3,95.0,1.2000000000000002,0.3,C3,,0.0,0,A,0.3521230603264113
55.3,131.0,-1.6,-2.0,C3,4.0,0.0,1,A,0.6393274587742613
43.5,90.0,3.9,,C5,4.0,1.0,1,A,-0.3091601407806184
35.9,107.0,-0.7000000000000001,-6.4,C3,,0.0,0,A,0.1706021626390027
58.3,99.0,0.4,-1.2000000000000002,C1,4.0,1.0,1,A,-0.4863003046317183
59.400000000000006,115.0,5.6000000000000005,1.2000000000000002,C5,3.0,1.0,1,A,-0.8976909319839737
58.5,121.0,-0.2,,C4,1.0,1.0,0,A,-0.5697758183847567
46.400000000000006,112.0,1.1,-0.2,C1,1.0,0.0,0,A,-1.321378222700565
,109.0,5.7,3.8,C5,1.0,0.0,1,A,-0.6052333934102795
56.2,123.0,2.2,-5.1000000000000005,C1,2.0,0.0,1,A,-2.0002828581051286
